id,post_id,post_title,text_source,original_filename,audio_path,transcript_path,post_url,download_url,label
11,36721,작년 4월부터 10월까지,html,NR4560_마스킹 완료_수차례 전화드렸는데 부재중이었다_.mp3,dataset/audio/fss_voice_011_36721.mp3,dataset/transcripts/fss_voice_011_36721.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36721&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=c09c3e35a97b3db5e499350c0ed9415e&fileSn=1&bbsId=B0000207,voice_phishing
12,36720,"방문조사를 받으시면 향후 5년간 방문기록이 남아 향후 이직이나 공무원 준비하실 때 문제가 될 수 있기 때문에, 저희가 편의를 봐드리려고 소환조치를 안하는 겁니다. 그런데 협조를 안 해주신다 하면 그에 대한 처벌을 받으셔야 할 겁니다.",html,NR3525_마스킹 완료_정부기관사칭(출국정지되실거에요)_.mp3,dataset/audio/fss_voice_012_36720.mp3,dataset/transcripts/fss_voice_012_36720.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36720&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=96615a10999906ce0e345d163628e919&fileSn=1&bbsId=B0000207,voice_phishing
13,36718,"현금에 국가보안코드를 입력해야 하는데, 사람이 아니라 기계가 하는것이기 때문에 여의도에 있는 금융감독원에서 진행됩니다(사기범 공문 낭독 내용 포함)",html,NR3523_마스킹 완료_정부기관 사칭형(사람이 아니라 기계가 하는 일이기 때문에 금감원에서 보안코드 부여할 예정)_.mp3,dataset/audio/fss_voice_013_36718.mp3,dataset/transcripts/fss_voice_013_36718.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36718&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=303e5889a0aa1db6590aa179719532ed&fileSn=1&bbsId=B0000207,voice_phishing
14,36714,"(피해자 자산이 별로 없자 급히 종결) 일단 간단한 조사는 완결되었고, 추후 본인 주소지로 조사결과서와 출석요구서가 갈 수 있으니 잘 받아주시기 바랍니다",html,NR3939_마스킹 완료_정부기관 사칭_.mp3,dataset/audio/fss_voice_014_36714.mp3,dataset/transcripts/fss_voice_014_36714.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36714&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=86adec27c7ea06620c3aedebe31913e3&fileSn=1&bbsId=B0000207,voice_phishing
15,36706,"이제 본인의 통화기록, 문자 기록 조회를 할건데 오류가 날 수 있으니 휴대폰 설정에서 데이터를 끄시고, 와이파이도 차단해주세요",html,NR1723_마스킹 완료_정부기관 사칭(데이터 꺼라)_.mp3,dataset/audio/fss_voice_015_36706.mp3,dataset/transcripts/fss_voice_015_36706.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36706&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=0ab5ed4b5225b56d39993a86ecbb3674&fileSn=1&bbsId=B0000207,voice_phishing
16,36703,다운로드받으신 보안프로그램이 있으신가요? 그런건 국가에서 인정하지 않은 개인 보안프로그램이고 우리의 정부 앱과 충돌할 수 있기 때문에 기존에 다운받으신 보안프로그램은 모두 다 삭제해주세요.,html,NR1988_마스킹 완료_정부기관 사칭인데 대출 여부 확인하라 함_.mp3,dataset/audio/fss_voice_016_36703.mp3,dataset/transcripts/fss_voice_016_36703.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36703&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=7146c581e0348a7dbecbb6c4d00594ce&fileSn=1&bbsId=B0000207,voice_phishing
17,36693,"사기범들이 본인 명의로 대출해나갈 수도 있으니 최대 한도 내에서 대출을 받으세요. 금융회사 직원이 대출 목적이 무엇인지 묻는것은 정상적이지 않은 것이니, 그 불량직원이 눈치채지 못하도록 적당히 둘러대세요.",html,NR1759_마스킹 완료(정부기관 사칭 신유형)_.mp3,dataset/audio/fss_voice_017_36693.mp3,dataset/transcripts/fss_voice_017_36693.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36693&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=3717e46678bebe0bade54668e6104d2a&fileSn=1&bbsId=B0000207,voice_phishing
18,36672,피해자 입증이 완료될 때까지 사무실에 출근하지 마시고 몸이 아프다고 하고 자택에 있으시기 바랍니다,html,NR2651_마스킹완료_정부기관사칭_돈 보내고 난 이후의 통화_.mp3,dataset/audio/fss_voice_018_36672.mp3,dataset/transcripts/fss_voice_018_36672.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36672&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=739b600b92a4e04284ec93c203bb343c&fileSn=1&bbsId=B0000207,voice_phishing
19,36668,"인출하신 금액 중 수표는 5만원권이나 달러로 바꾸세요. 금감원 직원이 만나러 갈건데, 금감원 직원에게 돈이 든 가방을 건네세요",html,NR3612 3613_마스킹 완료_.mp3,dataset/audio/fss_voice_019_36668.mp3,dataset/transcripts/fss_voice_019_36668.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36668&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=103c974992ee420e742986d04c565465&fileSn=1&bbsId=B0000207,voice_phishing
20,36667,최근 금융권에서 귀하의 명의로 대출조회를 한 기록이 있습니다. 지금부터 금융감독위원회에 요청하여 임의적으로 10등급으로 하향조정할 것입니다.,html,NR3718_마스킹 완료(정부기관 사칭(임의로 신용등급을 최하위로 낮추었으니 OO론 쪽에 대출한도 확인해보라))_.mp3,dataset/audio/fss_voice_020_36667.mp3,dataset/transcripts/fss_voice_020_36667.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36667&menuNo=200691&pageIndex=2,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=c76e5db64683d45740c9290d5345084a&fileSn=1&bbsId=B0000207,voice_phishing
21,36666,"독서실, 본인 자택을 제외한 곳에서는 데이터, 와이파이를 꺼주시기 바랍니다",html,"NR3716_마스킹완료_정부기관 사칭(데이터, 와이파이, 핸드폰 모두 끄세요)_.mp3",dataset/audio/fss_voice_021_36666.mp3,dataset/transcripts/fss_voice_021_36666.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36666&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=1cbdb181dc37908a6c117649b8659de3&fileSn=1&bbsId=B0000207,voice_phishing
22,36643,(2) 은행권에 들어갔다 나오더니 태도가 갑자기 왜 이렇습니까? 본인 관할 경찰서 어디에요,html,NR3309_마스킹 완료(정부기관사칭형(2.뜻대로 되지 않자 욕하고 끊음))_.mp3,dataset/audio/fss_voice_022_36643.mp3,dataset/transcripts/fss_voice_022_36643.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36643&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=04b8757b0b6a957b91de3107dd0cca5e&fileSn=1&bbsId=B0000207,voice_phishing
23,36642,"(1) 은행 창구에서 불량 은행 직원이 귀하의 명의도용 사건 관련하여 조사를 받는 중인지 질문을 할 수 있는데, 이런 질문에 대해서는 그냥 아니라고 회피하시면 됩니다. 불량 은행 직원이 눈치 챌 수 있으니 은행권 안에서는 통화를 하지 마세요",html,NR3310_마스킹 완료(정부기관사칭형(1.은행내에서 통화하지 말아라))_.mp3,dataset/audio/fss_voice_023_36642.mp3,dataset/transcripts/fss_voice_023_36642.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36642&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=a546434572bd23db1453d08469949e75&fileSn=1&bbsId=B0000207,voice_phishing
24,36634,사기범이 귀하의 개인정보를 이용하여 카드대출을 받을 수 있으니 본인이 먼저 한도 범위내에서 카드대출 받으세요. 대출 상담 과정에서 불량직원이 대출용도를 물어보면 요령껏 대답하세요,html,NR3438_마스킹 완료(정부기관 사칭(카드사 직원에게 요령껏 대답해라))_.mp3,dataset/audio/fss_voice_024_36634.mp3,dataset/transcripts/fss_voice_024_36634.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36634&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=4b09d6b4cd4e76e7e107c5b885e7e236&fileSn=1&bbsId=B0000207,voice_phishing
25,36620,[정부기관사칭 6단계] 은행 창구 직원의 피싱 예방 확인 회피,audio,정부기관사칭 6단계(은행 창구 직원의 피싱 예방 확인 회피)_.mp3,dataset/audio/fss_voice_025_36620.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36620&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=08c6ba3cc7c0c37cc19aaa170ab2d493&fileSn=1&bbsId=B0000207,voice_phishing
26,36619,[정부기관사칭 5단계] 금전 편취 시도,audio,정부기관사칭 5단계(금전 편취 시도)_.mp3,dataset/audio/fss_voice_026_36619.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36619&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=4386a65d255a6c9a9d4ad52d3c1567db&fileSn=1&bbsId=B0000207,voice_phishing
27,36618,[정부기관사칭_4단계] 계좌 현황 파악,audio,정부기관사칭 4단계(계좌 현황 파악)_.mp3,dataset/audio/fss_voice_027_36618.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36618&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=171c8a9c6aec563bebd4e62e3b650da2&fileSn=1&bbsId=B0000207,voice_phishing
28,36617,[정부기관사칭_3단계] 피해자 안심시키기2(사건 담당 검사님께 연결해 드리겠습니다),audio,정부기관사칭 3단계(피해자 안심시키기2_사건 담당 검사님께 연결해 드리겠습니다)_.mp3,dataset/audio/fss_voice_028_36617.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36617&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=38720281cdc9843cad2b18d5482984ea&fileSn=1&bbsId=B0000207,voice_phishing
29,36616,[정부기관사칭_3단계] 피해자 안심시키기1(동종전과도 없고 신분이 확실하나 피해자 입증이 필요하다),audio,정부기관사칭 3단계(피해자 안심시키기1_동종전과도 없고 신분이 확실하나 피해자 입증이 필요하다)_.mp3,dataset/audio/fss_voice_029_36616.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36616&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=a30382da6ce6a5559722809c3ebdb483&fileSn=1&bbsId=B0000207,voice_phishing
30,36615,[정부기관사칭_2단계] 심리적 압박 및 주변 도움 차단,audio,정부기관사칭 2단계(심리적 압박 및 주변 도움 차단)_.mp3,dataset/audio/fss_voice_030_36615.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36615&menuNo=200691&pageIndex=3,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=47069cdb9ad7a5cda91169772ac968c1&fileSn=1&bbsId=B0000207,voice_phishing
31,36614,[정부기관사칭_1단계] 피해자에게 접근,audio,정부기관사칭 1단계(피해자에게 접근)_수정파일_.mp3,dataset/audio/fss_voice_031_36614.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36614&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=948ed64e5d36e69d36d83b1ccd06a9d6&fileSn=1&bbsId=B0000207,voice_phishing
32,36612,(피해자가 보유한 자산이 없자) 일단 OOO씨 사건은 여기서 종결짓도록 하겠습니다,html,NR3756_마스킹 완료(보유자산이 없자 사건 종결 처리함)_.mp3,dataset/audio/fss_voice_032_36612.mp3,dataset/transcripts/fss_voice_032_36612.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36612&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=6ce6195688e76a9925a981dad3231784&fileSn=1&bbsId=B0000207,voice_phishing
33,36601,"이번 사건에 연루된 분들에게 개별 ip주소를 발급, 부여해드리고 있습니다",html,NR4614_마스킹 완료(ip링크에서 걸림)_.mp3,dataset/audio/fss_voice_033_36601.mp3,dataset/transcripts/fss_voice_033_36601.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36601&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=a8c0acd33ba2c7cb267b5905286e791c&fileSn=1&bbsId=B0000207,voice_phishing
34,36598,귀하의 현금자산에 대하여 모두 국가안전코드를 부여하여 향후 회수처리 가능하도록 조치하겠다,html,NR4301_마스킹 완료(대면 편취로 자금 인계한 케이스)_.mp3,dataset/audio/fss_voice_034_36598.mp3,dataset/transcripts/fss_voice_034_36598.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36598&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=d694281d72a0264b7596a139a62945c1&fileSn=1&bbsId=B0000207,voice_phishing
35,36581,"귀하의 재산을 국가보안안전계좌에 등록해야 하니, 지금 파견나가신 금감원 직원분께 현금을 인계하십시오",html,NR4049_마스킹 완료(현금 편취형)_.mp3,dataset/audio/fss_voice_035_36581.mp3,dataset/transcripts/fss_voice_035_36581.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36581&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=8edc90a7070959e1464a0a495be57349&fileSn=1&bbsId=B0000207,voice_phishing
36,36576,금감원의 재산보험신청을 위해 금융감독원을 내방하여 자금에 대한 소명을 해야 합니다,audio,NR4580_마스킹 완료(정부기관 사칭 신종 수법)_.mp3,dataset/audio/fss_voice_036_36576.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36576&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=b45c7b4632259258765800be2439c455&fileSn=1&bbsId=B0000207,voice_phishing
37,36575,피해자 입증 증거자료 마련을 위해 녹취를 시작하겠습니다,audio,NR4039_마스킹 완료_.mp3,dataset/audio/fss_voice_037_36575.mp3,,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36575&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=66abb602244a36e5c3d42c0002e8b8a4&fileSn=1&bbsId=B0000207,voice_phishing
38,36574,제가 지시할 때까지 데이터랑 와이파이 모두 끄십시오(은행직원의 기지로 피해예방한 사례),html,NR4025_마스킹 완료_.mp3,dataset/audio/fss_voice_038_36574.mp3,dataset/transcripts/fss_voice_038_36574.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36574&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=b67265859c6324a326ca475434968cd3&fileSn=1&bbsId=B0000207,voice_phishing
39,36573,단순 명의도용 사건이나 흔하디 흔한 대포통장 사건에 연루되었다고 안일하게 생각하지 마세요,html,NR4024_마스킹 완료_.mp3,dataset/audio/fss_voice_039_36573.mp3,dataset/transcripts/fss_voice_039_36573.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36573&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=42b9b9c2ade550b9b123375eca46c603&fileSn=1&bbsId=B0000207,voice_phishing
40,36572,"부모님이 물어보셔도 발설하지 마시고, 아는 선배랑 통화중이라고 대답하세요",html,NR4023_마스킹 완료_.mp3,dataset/audio/fss_voice_040_36572.mp3,dataset/transcripts/fss_voice_040_36572.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36572&menuNo=200691&pageIndex=4,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=9e1ea999161cbd7e8362a9d55ed6b2d4&fileSn=1&bbsId=B0000207,voice_phishing
41,36571,귀하의 계좌가 중고OO 사기에 이용되었습니다,html,NR4032_마스킹 완료_.mp3,dataset/audio/fss_voice_041_36571.mp3,dataset/transcripts/fss_voice_041_36571.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36571&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=032892338978e4e344c93130ee56c7e2&fileSn=1&bbsId=B0000207,voice_phishing
42,36570,자꾸 전화 끊으시면 저희가 소환장을 보낼테니 출석하셔야 합니다,html,NR4030_마스킹 완료_.mp3,dataset/audio/fss_voice_042_36570.mp3,dataset/transcripts/fss_voice_042_36570.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36570&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=181479b9db7ed916949046e3216061ea&fileSn=1&bbsId=B0000207,voice_phishing
43,36569,37세 서울 사는 OOO씨를 아십니까,html,NR4028_마스킹 완료_.mp3,dataset/audio/fss_voice_043_36569.mp3,dataset/transcripts/fss_voice_043_36569.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36569&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=872272d0d3cdd221e8dc83c893b2c066&fileSn=1&bbsId=B0000207,voice_phishing
44,36568,귀하의 전자금융거래법 위반 관련하여 연락드렸습니다,html,NR4027_마스킹 완료_.mp3,dataset/audio/fss_voice_044_36568.mp3,dataset/transcripts/fss_voice_044_36568.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36568&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=652a236245dd61e955155ca63a189da1&fileSn=1&bbsId=B0000207,voice_phishing
45,36566,개인정보보호법에 따라 주민등록번호 등을 묻지 않습니다,html,NR4022_마스킹 완료_.mp3,dataset/audio/fss_voice_045_36566.mp3,dataset/transcripts/fss_voice_045_36566.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36566&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=371223839dc50c37e3cecb49d8d29302&fileSn=1&bbsId=B0000207,voice_phishing
46,36565,장난하시는 것도 아니고 뭐에요 지금. 장난하세요?,html,NR4021_마스킹 완료_.mp3,dataset/audio/fss_voice_046_36565.mp3,dataset/transcripts/fss_voice_046_36565.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36565&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=2440b381905096c916005107d01515e2&fileSn=1&bbsId=B0000207,voice_phishing
47,36564,피해자인지 가해자인지 확인해야 합니다,html,NR4020_마스킹 완료_.mp3,dataset/audio/fss_voice_047_36564.mp3,dataset/transcripts/fss_voice_047_36564.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36564&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=55a755c8d7481ac0c88d7e8473ceae49&fileSn=1&bbsId=B0000207,voice_phishing
48,36563,국민은행 직원 OOO씨를 아십니까,html,NR4018_마스킹 완료_.mp3,dataset/audio/fss_voice_048_36563.mp3,dataset/transcripts/fss_voice_048_36563.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36563&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=a367d07d9e98268eb99a0de316867444&fileSn=1&bbsId=B0000207,voice_phishing
49,36562,은행 직원이었던 OOO씨를 아십니까,html,NR4017_마스킹 완료_.mp3,dataset/audio/fss_voice_049_36562.mp3,dataset/transcripts/fss_voice_049_36562.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36562&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=07829dba9cb52422563d52115b1ddb2e&fileSn=1&bbsId=B0000207,voice_phishing
50,36561,검거 현장에서 귀하의 명의로 된 대포통장을 압수했다,html,NR4016_마스킹 완료_.mp3,dataset/audio/fss_voice_050_36561.mp3,dataset/transcripts/fss_voice_050_36561.txt,https://www.fss.or.kr/fss/bbs/B0000207/view.do?nttId=36561&menuNo=200691&pageIndex=5,https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200691&atchFileId=c80be820e4a883ce134b7973c5812110&fileSn=1&bbsId=B0000207,voice_phishing
